name,x,y,mag,counts
N/A,546.05,1037.7,N/A,-43890.0
N/A,761.46,1037.6,N/A,-44100.0
N/A,922.47,1037.5,N/A,-44260.0
N/A,714.65,1037.5,N/A,-44360.0
N/A,1189.3,1037.6,N/A,-44660.0
N/A,1164.3,1037.5,N/A,-44670.0
N/A,1223.0,1037.7,N/A,-44760.0
N/A,91.208,1037.7,N/A,-44790.0
N/A,344.7,1037.5,N/A,-45480.0
N/A,585.61,1037.6,N/A,-45850.0
N/A,177.58,1037.5,N/A,-46740.0
N/A,251.4,1037.6,N/A,-47330.0
N/A,565.87,1037.8,N/A,-47540.0
N/A,616.4,1038.9,N/A,-52080.0
N/A,1127.3,1038.0,N/A,-54750.0
N/A,266.88,1038.5,N/A,-55090.0
